,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
7547,Male,3965,Dark,3,"Earring,Luxurious Beard,Police Cap",0,
7548,Male,6283,Mid,3,"3D Glasses,Knitted Cap,Normal Beard Black",0,
7549,Male,2459,Light,2,"Clown Hair Green,Frown",0,
7550,Male,3926,Dark,4,"Earring,Frown,Nerd Glasses,Police Cap",0,
7551,Male,5573,Mid,3,"Big Shades,Handlebars,Mohawk Thin",0,
7552,Male,9201,Dark,2,"Big Shades,Mohawk",0,
7553,Female,2174,Light,4,"Black Lipstick,Clown Eyes Green,Earring,Red Mohawk",0,
7554,Male,7083,Light,3,"Eye Mask,Shadow Beard,Shaved Head",0,
7555,Female,2361,Mid,3,"Hot Lipstick,Mole,Red Mohawk",0,
7556,Female,8397,Mid,2,"Clown Eyes Green,Mohawk Thin",0,
7557,Female,232,Light,4,"Horned Rim Glasses,Mole,Purple Lipstick,Tiara",0,
7558,Male,4767,Albino,2,"Cap Forward,Nerd Glasses",0,
7559,Male,9421,Mid,3,"Earring,Frumpy Hair,Nerd Glasses",0,
7560,Female,4413,Light,2,"Green Eye Shadow,Purple Lipstick",0,
7561,Male,4650,Mid,3,"Cap Forward,Normal Beard Black,Small Shades",0,
7562,Female,2270,Mid,3,"Blonde Bob,Cigarette,Regular Shades",0,
7563,Female,418,Mid,2,"Welding Goggles,Wild Blonde",0,
7564,Male,1047,Dark,2,"Rosy Cheeks,Shaved Head",0,
7565,Male,7199,Light,3,"Bandana,Cigarette,Eye Mask",0,
7566,Male,7550,Mid,3,"Earring,Horned Rim Glasses,Shaved Head",0,
7567,Male,9799,Albino,2,"Horned Rim Glasses,Stringy Hair",0,
7568,Female,2998,Mid,3,"Blue Eye Shadow,Dark Hair,Hot Lipstick",0,
7569,Male,1347,Dark,2,"Cowboy Hat,Gold Chain",0,
7570,Male,6842,Light,4,"Earring,Mohawk,Nerd Glasses,Normal Beard Black",0,
7571,Male,1064,Light,2,"Headband,Rosy Cheeks",0,
7572,Male,4042,Light,3,"Police Cap,Regular Shades,Shadow Beard",0,
7573,Male,7371,Mid,2,"Bandana,Goat",0,
7574,Male,5923,Dark,2,"Mohawk,Vape",0,
7575,Male,9924,Dark,3,"Bandana,Earring,Horned Rim Glasses",0,
7576,Male,3890,Light,4,"Earring,Fedora,Horned Rim Glasses,Mole",0,
7577,Female,1639,Albino,2,"Classic Shades,Straight Hair Blonde",0,
7578,Male,1041,Light,3,"Mohawk Thin,Normal Beard,Rosy Cheeks",0,
7579,Male,4283,Mid,3,"Earring,Shaved Head,Smile",0,
7580,Female,8225,Light,2,"Cap,Purple Lipstick",0,
7581,Male,7201,Albino,2,"Bandana,Eye Mask",0,
7582,Male,3939,Dark,3,"Muttonchops,Police Cap,Vape",0,
7583,Male,6618,Dark,3,"Mustache,Small Shades,Stringy Hair",0,
7584,Male,6490,Mid,2,"3D Glasses,Frumpy Hair",0,
7585,Male,1401,Light,4,"Big Shades,Cowboy Hat,Earring,Normal Beard Black",0,
7586,Female,9352,Mid,4,"Cigarette,Classic Shades,Frumpy Hair,Purple Lipstick",0,
7587,Female,3639,Dark,3,"Earring,Eye Mask,Tassle Hat",1,Earring
7588,Male,4394,Albino,1,Frown,0,
7589,Female,3069,Light,2,"Dark Hair,Horned Rim Glasses",0,
7590,Female,3562,Albino,2,"Medical Mask,Mohawk",0,
7591,Male,4349,Dark,3,"Earring,Mohawk,Smile",0,
7592,Male,1421,Mid,3,"Cowboy Hat,Earring,Muttonchops",0,
7593,Female,1949,Dark,3,"Half Shaved,Hot Lipstick,Purple Eye Shadow",0,
7594,Female,8529,Albino,2,"Clown Eyes Blue,Mohawk Thin",0,
7595,Male,6474,Light,3,"Eye Patch,Frumpy Hair,Luxurious Beard",0,
7596,Male,2525,Light,2,"3D Glasses,Clown Hair Green",0,
7597,Male,7643,Dark,3,"Cap,Muttonchops,Nerd Glasses",0,
7598,Male,9935,Mid,2,"Bandana,Horned Rim Glasses",0,
7599,Male,9531,Albino,3,"Big Shades,Earring,Wild Hair",0,
7600,Male,3130,Light,3,"Frown,Purple Hair,Regular Shades",0,
7601,Female,225,Dark,2,"Clown Eyes Blue,Tiara",0,
7602,Male,1000,Mid,5,"Frown,Luxurious Beard,Peak Spike,Rosy Cheeks,Vape",1,Frown
7603,Female,6411,Mid,2,"3D Glasses,Crazy Hair",0,
7604,Female,9709,Dark,2,"Messy Hair,Purple Lipstick",0,
7605,Male,3864,Mid,2,"Clown Eyes Blue,Fedora",0,
7606,Female,1574,Light,4,"Classic Shades,Pipe,Purple Lipstick,Wild Blonde",0,
7607,Male,385,Mid,2,"Buck Teeth,Knitted Cap",0,
7608,Male,6038,Dark,2,"Front Beard,Mohawk Dark",0,
7609,Male,8893,Mid,3,"Big Shades,Earring,Knitted Cap",0,
7610,Female,8386,Mid,3,"Clown Eyes Green,Hot Lipstick,Mohawk",0,
7611,Male,1850,Mid,3,"Big Beard,Cigarette,Mohawk",0,
7612,Male,2427,Mid,2,"Earring,Vampire Hair",0,
7613,Male,3158,Light,3,"3D Glasses,Goat,Purple Hair",0,
7614,Male,5556,Mid,3,"Handlebars,Horned Rim Glasses,Mohawk Dark",0,
7615,Female,2768,Light,2,"Eye Mask,Straight Hair",0,
7616,Male,4676,Mid,2,"Cap Forward,Eye Mask",0,
7617,Female,8728,Light,2,"Classic Shades,Crazy Hair",0,
7618,Male,894,Dark,5,"Earring,Luxurious Beard,Spots,Vape,Wild Hair",0,
7619,Male,9346,Albino,2,"Eye Patch,Frumpy Hair",0,
7620,Male,5875,Light,3,"Cap,Vape,VR",0,
7621,Male,6478,Mid,3,"Big Shades,Frumpy Hair,Luxurious Beard",0,
7622,Female,886,Albino,4,"Black Lipstick,Dark Hair,Green Eye Shadow,Spots",0,
7623,Female,3367,Mid,5,"Black Lipstick,Cigarette,Earring,Mohawk Dark,Nerd Glasses",0,
7624,Male,879,Light,2,"Spots,Vampire Hair",0,
7625,Male,9124,Light,4,"Big Shades,Mohawk Thin,Mole,Shadow Beard",0,
7626,Female,5336,Dark,4,"Earring,Mohawk Thin,Purple Eye Shadow,Vape",0,
7627,Male,9134,Mid,4,"Cigarette,Earring,Mohawk,Shadow Beard",0,
7628,Male,7737,Dark,3,"Horned Rim Glasses,Messy Hair,Muttonchops",0,
7629,Male,814,Mid,4,"Earring,Goat,Regular Shades,Top Hat",0,
7630,Male,801,Light,4,"Mole,Mustache,Nerd Glasses,Top Hat",0,
7631,Female,9842,Light,4,"Cigarette,Earring,Purple Lipstick,Stringy Hair",0,
7632,Male,8755,Albino,2,"Big Shades,Crazy Hair",0,
7633,Male,8137,Dark,2,"Cap,Clown Eyes Blue",0,
7634,Male,3784,Mid,4,"Big Shades,Earring,Fedora,Front Beard",0,
7635,Male,8395,Light,2,"Clown Eyes Green,Mohawk",0,
7636,Male,7892,Mid,2,"Frumpy Hair,Pipe",0,
7637,Female,1313,Light,3,"Hot Lipstick,Nerd Glasses,Wild White Hair",0,
7638,Male,6723,Light,3,"Bandana,Horned Rim Glasses,Mustache",0,
7639,Female,5823,Light,3,"Bandana,Black Lipstick,Green Eye Shadow",0,
7640,Male,2928,Light,2,"Peak Spike,Silver Chain",0,
7641,Male,4891,Mid,2,"Hoodie,Normal Beard",0,
7642,Male,9682,Mid,2,"Messy Hair,Nerd Glasses",0,
7643,Female,2550,Light,3,"Purple Lipstick,Straight Hair Dark,VR",0,
7644,Male,4623,Mid,3,"Cap Forward,Chinstrap,Nerd Glasses",0,
7645,Female,1613,Light,4,"Clown Eyes Blue,Mole,Purple Lipstick,Wild Blonde",0,
7646,Male,2049,Dark,3,"Classic Shades,Front Beard,Vampire Hair",0,
7647,Male,4132,Dark,2,"Clown Nose,Do-rag",0,
7648,Female,863,Light,3,"Blonde Short,Cigarette,Spots",0,
7649,Female,572,Mid,4,"Earring,Pigtails,Purple Eye Shadow,Purple Lipstick",0,
7650,Female,9322,Light,2,"Cigarette,Mohawk Thin",0,
7651,Male,2532,Light,3,"Clown Hair Green,Nerd Glasses,Normal Beard Black",0,
7652,Female,1672,Light,2,"Big Shades,Straight Hair Blonde",0,
7653,Male,2076,Light,2,"Luxurious Beard,Vampire Hair",0,
7654,Female,583,Mid,3,"Green Eye Shadow,Pigtails,Purple Lipstick",0,
7655,Male,8299,Dark,3,"Mole,Small Shades,Wild Hair",0,
7656,Male,59,Light,2,"Beanie,Handlebars",0,
7657,Male,8667,Dark,4,"Cigarette,Earring,Headband,Nerd Glasses",0,
7658,Male,2909,Light,4,"Earring,Goat,Headband,Silver Chain",0,
7659,Female,3645,Light,3,"Black Lipstick,Pipe,Tassle Hat",0,
7660,Zombie,493,Zombie,2,"Do-rag,Smile",0,
7661,Female,2715,Light,5,"Blue Eye Shadow,Hot Lipstick,Mole,Straight Hair,Vape",0,
7662,Female,9968,Albino,2,"Bandana,Purple Lipstick",0,
7663,Female,680,Dark,4,"Earring,Green Eye Shadow,Pink With Hat,Purple Lipstick",1,Earring
7664,Female,3615,Albino,3,"Black Lipstick,Green Eye Shadow,Tassle Hat",0,
7665,Male,793,Light,4,"Earring,Luxurious Beard,Small Shades,Top Hat",0,
7666,Male,4014,Light,3,"Police Cap,Shadow Beard,VR",0,
7667,Male,4260,Light,4,"Earring,Mohawk Dark,Mustache,Smile",0,
7668,Male,7085,Albino,2,"Do-rag,Eye Mask",0,
7669,Male,3459,Mid,2,"Frumpy Hair,Gold Chain",0,
7670,Female,456,Light,3,"Earring,Mohawk Thin,Welding Goggles",0,
7671,Male,999,Dark,5,"Horned Rim Glasses,Medical Mask,Normal Beard Black,Peak Spike,Rosy Cheeks",0,
7672,Male,7353,Light,3,"Goat,Regular Shades,Stringy Hair",0,
7673,Male,7566,Albino,3,"Earring,Nerd Glasses,Shaved Head",0,
7674,Male,4878,Light,4,"Hoodie,Nerd Glasses,Normal Beard,Pipe",0,
7675,Male,7700,Light,3,"Earring,Mohawk Dark,Muttonchops",0,
7676,Female,4497,Albino,1,Clown Eyes Blue,0,
7677,Male,3496,Albino,2,"Hoodie,Medical Mask",0,
7678,Female,9268,Albino,2,"Mohawk,Mole",0,
7679,Male,3483,Albino,4,"Chinstrap,Classic Shades,Medical Mask,Police Cap",0,
7680,Male,6946,Dark,3,"Mohawk Dark,Normal Beard,VR",0,
7681,Male,9234,Dark,2,"Mohawk,Nerd Glasses",0,
7682,Female,8816,Light,4,"Cigarette,Crazy Hair,Earring,Hot Lipstick",0,
7683,Male,3503,Light,3,"Crazy Hair,Handlebars,Medical Mask",1,Handlebars
7684,Male,8629,Dark,3,"Headband,Nerd Glasses,Shadow Beard",0,
7685,Male,5460,Mid,3,"3D Glasses,Handlebars,Messy Hair",0,
7686,Male,1386,Dark,3,"Big Shades,Cowboy Hat,Luxurious Beard",0,
7687,Male,4685,Dark,2,"Cap Forward,Goat",0,
7688,Male,4295,Dark,3,"Frumpy Hair,Muttonchops,Smile",0,
7689,Female,3538,Mid,4,"Cap,Horned Rim Glasses,Medical Mask,Purple Lipstick",1,Lipstick
7690,Male,6542,Albino,2,"Luxurious Beard,Stringy Hair",0,
7691,Male,3990,Light,3,"Normal Beard,Police Cap,Small Shades",0,
7692,Male,5195,Dark,4,"Eye Patch,Frown,Headband,Luxurious Beard",1,Frown
7693,Female,9153,Dark,3,"Hot Lipstick,Mohawk,Regular Shades",0,
7694,Female,628,Mid,3,"Hot Lipstick,Nerd Glasses,Pigtails",0,
7695,Female,1911,Mid,3,"3D Glasses,Blonde Bob,Medical Mask",0,
7696,Male,7769,Light,3,"Bandana,Muttonchops,Nerd Glasses",0,
7697,Male,3179,Light,4,"Cigarette,Nerd Glasses,Normal Beard Black,Purple Hair",0,
7698,Female,415,Light,3,"Earring,Welding Goggles,Wild Blonde",0,
7699,Male,3177,Mid,3,"Classic Shades,Normal Beard Black,Purple Hair",0,
7700,Female,1680,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Wild Blonde",0,
7701,Female,2506,Mid,3,"Clown Eyes Green,Straight Hair Dark,Vape",0,
7702,Male,6657,Dark,3,"Eye Patch,Mohawk Dark,Mustache",0,
7703,Female,2182,Dark,3,"Blonde Bob,Clown Eyes Green,Purple Lipstick",0,
7704,Male,5047,Mid,3,"Cigarette,Front Beard Dark,Peak Spike",0,
7705,Male,6251,Mid,3,"Bandana,Chinstrap,Eye Patch",0,
7706,Male,7172,Light,2,"Eye Mask,Frumpy Hair",0,
7707,Female,285,Light,2,"Clown Eyes Green,Orange Side",0,
7708,Male,7681,Dark,4,"Cigarette,Crazy Hair,Eye Patch,Muttonchops",0,
7709,Male,2950,Dark,4,"Earring,Mohawk Thin,Mole,Silver Chain",0,
7710,Female,1942,Light,4,"Earring,Half Shaved,Purple Eye Shadow,Purple Lipstick",1,Earring
7711,Male,5314,Dark,2,"Frown,Frumpy Hair",0,
7712,Male,1417,Light,2,"Cowboy Hat,Goat",0,
7713,Male,5854,Dark,4,"Big Shades,Goat,Mohawk,Vape",0,
7714,Female,5441,Light,4,"Bandana,Black Lipstick,Earring,Purple Eye Shadow",0,
7715,Female,1292,Mid,3,"Classic Shades,Hot Lipstick,Wild White Hair",0,
7716,Male,5187,Light,4,"Chinstrap,Earring,Frown,Headband",0,
7717,Male,5123,Light,3,"Cigarette,Front Beard Dark,Mohawk",0,
7718,Male,6679,Light,3,"Horned Rim Glasses,Mohawk Thin,Mustache",0,
7719,Female,3663,Light,3,"Cigarette,Clown Eyes Green,Tassle Hat",0,
7720,Female,2035,Light,3,"Black Lipstick,Half Shaved,Vape",0,
7721,Male,7099,Light,4,"Earring,Eye Mask,Knitted Cap,Muttonchops",0,
7722,Male,6272,Albino,3,"3D Glasses,Luxurious Beard,Peak Spike",0,
7723,Male,4008,Light,3,"Earring,Muttonchops,Police Cap",0,
7724,Male,8888,Albino,2,"Big Shades,Knitted Cap",0,
7725,Male,2080,Light,4,"Earring,Horned Rim Glasses,Mustache,Vampire Hair",0,
7726,Male,4634,Albino,2,"3D Glasses,Cap Forward",0,
7727,Female,1904,Mid,3,"Black Lipstick,Gold Chain,Red Mohawk",0,
7728,Male,376,Mid,3,"Buck Teeth,Headband,Small Shades",0,
7729,Male,7684,Albino,3,"Crazy Hair,Earring,Muttonchops",0,
7730,Male,4166,Dark,2,"Clown Nose,Mohawk Dark",0,
7731,Female,2949,Albino,3,"Black Lipstick,Mohawk Thin,Silver Chain",0,
7732,Male,4829,Light,3,"3D Glasses,Chinstrap,Hoodie",0,
7733,Female,9861,Light,3,"Cigarette,Earring,Stringy Hair",0,
7734,Female,2284,Dark,3,"Blonde Bob,Horned Rim Glasses,Mole",0,
7735,Female,8812,Dark,2,"Crazy Hair,Purple Lipstick",0,
7736,Female,4409,Dark,1,Green Eye Shadow,0,
7737,Male,7016,Dark,3,"Horned Rim Glasses,Mohawk,Normal Beard",0,
7738,Male,3911,Mid,3,"Police Cap,Regular Shades,Smile",0,
7739,Male,3436,Mid,4,"Cigarette,Earring,Gold Chain,Headband",0,
7740,Male,5206,Mid,4,"Eye Mask,Frown,Messy Hair,Normal Beard",1,Frown
7741,Male,4567,Light,2,"Horned Rim Glasses,Mole",0,
7742,Male,4680,Mid,3,"Cap Forward,Goat,Small Shades",0,
7743,Male,2268,Albino,3,"Cigarette,Regular Shades,Vampire Hair",0,
7744,Male,4475,Light,2,"Earring,Muttonchops",0,
7745,Male,8297,Light,3,"Shadow Beard,Small Shades,Wild Hair",0,
7746,Male,1439,Light,2,"Clown Eyes Blue,Cowboy Hat",0,
7747,Male,7059,Dark,3,"Eye Patch,Messy Hair,Normal Beard",0,
7748,Male,4838,Dark,3,"Hoodie,Luxurious Beard,Pipe",0,
7749,Female,3579,Dark,2,"Medical Mask,Stringy Hair",0,
7750,Female,8723,Dark,3,"Classic Shades,Crazy Hair,Earring",0,
7751,Female,1149,Light,3,"Blonde Short,Clown Eyes Blue,Hot Lipstick",0,
7752,Female,2988,Light,2,"Dark Hair,Purple Eye Shadow",0,
7753,Male,3185,Mid,4,"Earring,Normal Beard,Purple Hair,VR",1,Earring
7754,Male,6229,Dark,2,"Chinstrap,Frumpy Hair",0,
7755,Male,7762,Dark,2,"Muttonchops,Stringy Hair",0,
7756,Zombie,527,Zombie,3,"Do-rag,Horned Rim Glasses,Shadow Beard",0,
7757,Male,2612,Light,2,"Clown Hair Green,Shadow Beard",0,
7758,Female,2226,Dark,3,"Blonde Bob,Eye Patch,Mole",0,
7759,Male,4463,Mid,2,"Classic Shades,Goat",0,
7760,Female,1262,Light,2,"Eye Mask,Wild White Hair",0,
7761,Female,3551,Mid,2,"Crazy Hair,Medical Mask",0,
7762,Male,5515,Mid,3,"Cap,Handlebars,Nerd Glasses",0,
7763,Female,986,Dark,4,"Big Shades,Purple Lipstick,Red Mohawk,Rosy Cheeks",0,
7764,Male,9570,Dark,2,"Mole,Wild Hair",0,
7765,Male,4362,Mid,4,"Earring,Horned Rim Glasses,Smile,Wild Hair",0,
7766,Male,3815,Dark,3,"Earring,Fedora,Normal Beard Black",0,
7767,Female,701,Light,2,"Clown Eyes Green,Pink With Hat",0,
7768,Female,2368,Light,2,"Mole,Red Mohawk",0,
7769,Male,4482,Mid,2,"Mole,Pipe",0,
7770,Male,1037,Light,4,"Horned Rim Glasses,Knitted Cap,Mustache,Rosy Cheeks",0,
7771,Male,5252,Dark,3,"Frown,Frumpy Hair,Pipe",0,
7772,Male,5311,Light,3,"Frown,Frumpy Hair,Regular Shades",0,
7773,Male,4190,Light,3,"Clown Nose,Regular Shades,Wild Hair",0,
7774,Male,7743,Light,3,"Earring,Messy Hair,Muttonchops",0,
7775,Male,1418,Mid,4,"Classic Shades,Cowboy Hat,Earring,Muttonchops",0,
7776,Male,3782,Light,2,"Fedora,Vape",0,
7777,Female,1184,Albino,3,"Black Lipstick,Blonde Short,Mole",0,
7778,Female,3545,Light,4,"Clown Eyes Blue,Medical Mask,Mohawk Thin,Purple Lipstick",1,Lipstick
7779,Male,4863,Dark,2,"Hoodie,Mustache",0,
7780,Male,5038,Light,2,"Front Beard Dark,Shaved Head",0,
7781,Male,9365,Mid,3,"Frumpy Hair,Horned Rim Glasses,Shadow Beard",0,
7782,Male,7864,Dark,3,"Earring,Mohawk Dark,Pipe",0,
7783,Male,2917,Dark,3,"Earring,Shaved Head,Silver Chain",0,
7784,Male,4369,Mid,3,"Cigarette,Messy Hair,Smile",0,
7785,Male,3349,Mid,5,"Cigarette,Earring,Headband,Nerd Glasses,Normal Beard Black",0,
7786,Female,5715,Albino,3,"Bandana,Blue Eye Shadow,Purple Lipstick",0,
7787,Male,3754,Dark,3,"Fedora,Nerd Glasses,Smile",0,
7788,Male,6070,Light,4,"Classic Shades,Earring,Front Beard,Wild Hair",0,
7789,Male,919,Dark,4,"Do-rag,Regular Shades,Spots,Vape",0,
7790,Male,6076,Mid,3,"Earring,Front Beard,Wild Hair",0,
7791,Female,2358,Dark,3,"Half Shaved,Hot Lipstick,Mole",0,
7792,Female,1115,Mid,3,"Blonde Short,Blue Eye Shadow,Cigarette",0,
7793,Female,1606,Light,2,"Clown Eyes Green,Straight Hair Blonde",0,
7794,Female,8213,Dark,4,"Cap,Cigarette,Earring,Mole",0,
7795,Male,3984,Mid,3,"Earring,Normal Beard Black,Police Cap",0,
7796,Male,8717,Light,3,"Classic Shades,Crazy Hair,Shadow Beard",0,
7797,Male,6379,Dark,3,"Clown Eyes Green,Knitted Cap,Luxurious Beard",0,
7798,Female,3600,Mid,3,"Blue Eye Shadow,Pipe,Tassle Hat",0,
7799,Male,3146,Light,3,"Cigarette,Front Beard,Purple Hair",0,
7800,Male,2905,Mid,4,"Earring,Normal Beard,Shaved Head,Silver Chain",0,
7801,Female,9660,Dark,2,"Horned Rim Glasses,Messy Hair",0,
7802,Female,1637,Mid,3,"Classic Shades,Hot Lipstick,Straight Hair Blonde",0,
7803,Female,5667,Mid,3,"Blue Eye Shadow,Earring,Mohawk",0,
7804,Alien,12,Alien,3,"Cap Forward,Pipe,Small Shades",0,
7805,Female,1315,Dark,3,"Black Lipstick,Mole,Wild White Hair",0,
7806,Male,6934,Mid,4,"Cigarette,Horned Rim Glasses,Normal Beard,Peak Spike",0,
7807,Male,4161,Mid,3,"Clown Nose,Horned Rim Glasses,Mohawk Dark",0,
7808,Male,7697,Dark,3,"Cigarette,Mohawk Dark,Muttonchops",0,
7809,Male,4722,Dark,2,"Cap Forward,Clown Eyes Blue",0,
7810,Female,9313,Light,3,"Cigarette,Earring,Mohawk Thin",0,
7811,Female,1707,Mid,2,"Mole,Straight Hair Blonde",0,
7812,Male,6069,Mid,3,"Eye Patch,Front Beard,Wild Hair",0,
7813,Female,4476,Dark,1,Pipe,0,
7814,Female,2123,Albino,3,"Blonde Bob,Pipe,VR",0,
7815,Male,4738,Light,3,"Big Shades,Cap Forward,Shadow Beard",0,
7816,Male,7809,Mid,2,"Big Shades,Peak Spike",0,
7817,Male,2130,Mid,3,"Nerd Glasses,Pipe,Vampire Hair",0,
7818,Male,6197,Mid,2,"Chinstrap,Crazy Hair",0,
7819,Male,3889,Light,3,"Earring,Fedora,Regular Shades",0,
7820,Male,6766,Dark,3,"Mohawk,Normal Beard Black,VR",0,
7821,Female,8656,Light,3,"Earring,Headband,Horned Rim Glasses",0,
7822,Male,5466,Mid,4,"Cigarette,Eye Patch,Handlebars,Shaved Head",0,
7823,Female,9914,Mid,3,"Bandana,Big Shades,Purple Lipstick",0,
7824,Male,4438,Dark,2,"Mustache,Regular Shades",0,
7825,Female,7967,Light,3,"Earring,Mohawk Thin,VR",1,Earring
7826,Female,9198,Dark,2,"Big Shades,Mohawk Thin",0,
7827,Female,8439,Light,3,"Black Lipstick,Clown Eyes Green,Stringy Hair",0,
7828,Male,799,Light,4,"Classic Shades,Earring,Mustache,Top Hat",0,
7829,Female,4106,Light,3,"Blue Eye Shadow,Clown Nose,Messy Hair",0,
7830,Female,9005,Dark,2,"Big Shades,Mohawk Dark",0,
7831,Male,3211,Albino,3,"Earring,Purple Hair,VR",1,Earring
7832,Female,129,Dark,3,"Big Shades,Choker,Headband",0,
7833,Male,5961,Light,3,"Eye Mask,Front Beard,Frumpy Hair",0,
7834,Female,8374,Dark,3,"Black Lipstick,Clown Eyes Green,Mohawk Thin",0,
7835,Male,4236,Dark,3,"Handlebars,Mohawk,Smile",1,Smile
7836,Female,7914,Mid,3,"Black Lipstick,Pipe,Stringy Hair",0,
7837,Male,5523,Dark,3,"Frumpy Hair,Handlebars,Small Shades",0,
7838,Male,5108,Light,3,"Big Shades,Front Beard Dark,Mohawk Dark",0,
7839,Male,3850,Dark,4,"Earring,Fedora,Mole,VR",0,
7840,Female,5778,Albino,2,"Green Eye Shadow,Mohawk",0,
7841,Female,8487,Light,2,"Clown Eyes Blue,Crazy Hair",0,
7842,Male,9964,Dark,2,"Bandana,Mole",0,
7843,Male,4083,Dark,3,"Cap Forward,Clown Nose,Front Beard",0,
7844,Male,4825,Light,4,"Classic Shades,Earring,Front Beard,Hoodie",1,Earring
7845,Male,6515,Albino,3,"Classic Shades,Luxurious Beard,Messy Hair",0,
7846,Male,67,Light,2,"3D Glasses,Beanie",0,
7847,Male,6015,Mid,3,"Earring,Front Beard,Headband",0,
7848,Male,2530,Light,3,"Clown Hair Green,Earring,Mustache",0,
7849,Female,2141,Mid,2,"Half Shaved,Pipe",0,
7850,Female,2651,Dark,2,"Clown Hair Green,Nerd Glasses",0,
7851,Male,1368,Mid,3,"Cowboy Hat,Regular Shades,Vape",0,
7852,Female,8020,Mid,3,"Bandana,Earring,VR",1,Earring
7853,Female,2744,Light,3,"Blue Eye Shadow,Purple Lipstick,Straight Hair",0,
7854,Male,1816,Light,3,"Big Beard,Cap,Nerd Glasses",0,
7855,Female,8672,Mid,3,"Earring,Headband,Nerd Glasses",0,
7856,Female,1928,Light,2,"Clown Nose,Red Mohawk",0,
7857,Female,9106,Dark,3,"Classic Shades,Earring,Mohawk",0,
7858,Male,4537,Mid,1,Cigarette,0,
7859,Female,9183,Albino,3,"Cigarette,Horned Rim Glasses,Mohawk",0,
7860,Female,120,Mid,3,"Choker,Cigarette,Straight Hair",0,
7861,Male,1829,Mid,4,"Big Beard,Cigarette,Earring,Headband",0,
7862,Female,1030,Mid,4,"Frumpy Hair,Purple Lipstick,Rosy Cheeks,Vape",0,
7863,Male,4683,Albino,2,"Cap Forward,Goat",0,
7864,Male,7325,Light,4,"Big Shades,Cigarette,Frumpy Hair,Goat",0,
7865,Male,6296,Albino,3,"Eye Mask,Luxurious Beard,Messy Hair",0,
7866,Female,1893,Mid,5,"Blue Eye Shadow,Cigarette,Earring,Hot Lipstick,Red Mohawk",0,
7867,Male,6467,Light,2,"3D Glasses,Mohawk Thin",0,
7868,Male,3497,Light,2,"Hoodie,Medical Mask",0,
7869,Male,3583,Dark,3,"Bandana,Earring,Medical Mask",0,
7870,Male,6208,Dark,3,"Chinstrap,Mohawk Dark,Nerd Glasses",0,
7871,Male,6765,Light,3,"Cap,Normal Beard Black,VR",0,
7872,Female,5684,Albino,3,"Blue Eye Shadow,Purple Lipstick,Wild Hair",0,
7873,Male,4143,Dark,3,"Cap,Clown Nose,Mole",0,
7874,Female,9386,Dark,3,"Black Lipstick,Frumpy Hair,Horned Rim Glasses",0,
7875,Female,1530,Albino,2,"Blue Eye Shadow,Straight Hair Blonde",0,
7876,Female,8384,Light,3,"Clown Eyes Green,Hot Lipstick,Mohawk",0,
7877,Female,2677,Albino,3,"Cigarette,Purple Lipstick,Straight Hair Dark",0,
7878,Male,7657,Mid,4,"Bandana,Cigarette,Muttonchops,Small Shades",0,
7879,Male,2060,Light,2,"Chinstrap,Vampire Hair",0,
7880,Male,1367,Mid,3,"Cowboy Hat,Mustache,Vape",0,
7881,Male,2897,Mid,4,"Luxurious Beard,Mohawk Thin,Pipe,Silver Chain",0,
7882,Female,3506,Light,4,"Blue Eye Shadow,Crazy Hair,Earring,Medical Mask",0,
7883,Male,9465,Albino,2,"Earring,Frumpy Hair",0,
7884,Male,926,Albino,4,"Classic Shades,Luxurious Beard,Messy Hair,Spots",0,
7885,Male,7742,Dark,3,"Earring,Messy Hair,Muttonchops",0,
7886,Male,3481,Light,3,"Fedora,Medical Mask,Small Shades",0,
7887,Female,3632,Albino,3,"Earring,Tassle Hat,Vape",1,Earring
7888,Female,633,Light,3,"Black Lipstick,Earring,Pigtails",0,
7889,Female,1074,Light,3,"Earring,Mohawk,Rosy Cheeks",0,
7890,Male,1935,Dark,2,"Frown,Vampire Hair",0,
7891,Female,3540,Light,3,"Cap,Earring,Medical Mask",0,
7892,Male,1355,Light,2,"Cowboy Hat,Smile",0,
7893,Male,7223,Dark,2,"Goat,Shaved Head",0,
7894,Female,8475,Dark,3,"Clown Eyes Blue,Earring,Headband",0,
7895,Male,1463,Mid,2,"Cowboy Hat,Horned Rim Glasses",0,
7896,Male,7895,Light,4,"Earring,Horned Rim Glasses,Pipe,Wild Hair",0,
7897,Female,2206,Dark,3,"Clown Eyes Blue,Hot Lipstick,Red Mohawk",0,
7898,Female,252,Light,4,"Earring,Hot Lipstick,Orange Side,Welding Goggles",1,Earring
7899,Female,8676,Mid,2,"Headband,Nerd Glasses",0,
7900,Female,2581,Light,3,"Clown Eyes Blue,Hot Lipstick,Straight Hair Dark",0,
7901,Male,775,Mid,3,"3D Glasses,Handlebars,Top Hat",0,
7902,Male,7862,Dark,4,"Horned Rim Glasses,Mohawk Dark,Pipe,Shadow Beard",0,
7903,Female,2292,Light,3,"Big Shades,Hot Lipstick,Red Mohawk",0,
7904,Female,8481,Mid,4,"Clown Eyes Blue,Crazy Hair,Earring,Hot Lipstick",0,
7905,Male,6890,Albino,3,"Earring,Normal Beard Black,Stringy Hair",0,
