,types,rarity,skin,total_traits,traits
8436,Female,9927,Dark,2,"Bandana,Horned Rim Glasses"
8437,Female,3477,Mid,2,"Bandana,Gold Chain"
8438,Female,5652,Dark,4,"Blue Eye Shadow,Cigarette,Mohawk Dark,Mole"
8439,Female,141,Light,3,"Choker,Hot Lipstick,Messy Hair"
8440,Female,2230,Albino,4,"Earring,Eye Patch,Half Shaved,Hot Lipstick,Hidden Earring"
8441,Male,7262,Albino,3,"Goat,Small Shades,Wild Hair"
8442,Male,7109,Mid,2,"Eye Mask,Peak Spike"
8443,Male,6983,Albino,4,"Cigarette,Crazy Hair,Earring,Normal Beard"
8444,Male,7380,Dark,3,"Horned Rim Glasses,Muttonchops,Shaved Head"
8445,Male,4225,Mid,4,"Big Shades,Hoodie,Normal Beard,Smile,Hidden Smile"
8446,Male,7362,Mid,4,"Bandana,Classic Shades,Earring,Goat"
8447,Female,1009,Dark,3,"Gold Chain,Messy Hair,Rosy Cheeks"
8448,Male,5211,Light,4,"Frown,Frumpy Hair,Goat,Small Shades"
8449,Male,9022,Dark,2,"Mohawk Dark,Nerd Glasses"
8450,Female,8472,Light,3,"Clown Eyes Blue,Headband,Hot Lipstick"
8451,Male,9634,Light,3,"Earring,Messy Hair,Regular Shades"
8452,Male,1423,Light,2,"Cowboy Hat,Muttonchops"
8453,Male,7100,Light,3,"Eye Mask,Knitted Cap,Muttonchops"
8454,Female,1670,Dark,2,"Horned Rim Glasses,Straight Hair Blonde"
8455,Male,4004,Dark,3,"Clown Eyes Green,Muttonchops,Police Cap"
8456,Female,9859,Albino,2,"Cigarette,Stringy Hair"
8457,Male,6969,Light,3,"Clown Eyes Green,Frumpy Hair,Normal Beard"
8458,Female,7113,Light,3,"Eye Mask,Pipe,Wild Hair"
8459,Male,9535,Light,3,"Big Shades,Earring,Wild Hair"
8460,Male,7048,Light,3,"Classic Shades,Normal Beard,Wild Hair"
8461,Female,467,Mid,3,"Black Lipstick,Welding Goggles,Wild Hair"
8462,Male,7911,Light,3,"Bandana,Eye Patch,Pipe"
8463,Male,5246,Light,4,"Bandana,Earring,Frown,Muttonchops"
8464,Male,7043,Light,2,"Frumpy Hair,Normal Beard"
8465,Female,178,Light,3,"Cigarette,Pilot Helmet,Purple Lipstick"
8466,Male,5529,Dark,3,"Eye Patch,Handlebars,Headband"
8467,Female,3373,Dark,2,"Gold Chain,Tassle Hat"
8468,Male,3449,Light,3,"Earring,Gold Chain,Mohawk Thin"
8469,Male,3170,Light,4,"Cigarette,Mustache,Purple Hair,Small Shades"
8470,Female,8530,Dark,3,"Clown Eyes Blue,Earring,Mohawk Thin"
8471,Male,3958,Albino,3,"3D Glasses,Goat,Police Cap"
8472,Zombie,542,Zombie,2,"Mohawk Thin,Small Shades"
8473,Male,6403,Dark,3,"3D Glasses,Cigarette,Crazy Hair"
8474,Male,4755,Albino,2,"Cap Forward,Horned Rim Glasses"
8475,Male,7822,Mid,2,"Mole,Peak Spike"
8476,Male,9863,Mid,3,"Cigarette,Earring,Stringy Hair"
8477,Male,5544,Mid,2,"Crazy Hair,Handlebars"
8478,Male,7601,Dark,3,"Muttonchops,Peak Spike,VR"
8479,Male,3116,Dark,4,"Clown Nose,Earring,Nerd Glasses,Purple Hair,Hidden Earring"
8480,Male,7168,Mid,3,"Cigarette,Eye Mask,Frumpy Hair"
8481,Male,8246,Albino,3,"Cigarette,Headband,Small Shades"
8482,Male,4347,Albino,2,"Mohawk Thin,Smile"
8483,Female,5792,Dark,4,"Earring,Frumpy Hair,Green Eye Shadow,Purple Lipstick,Hidden Earring"
8484,Male,7525,Light,3,"Earring,Regular Shades,Shaved Head"
8485,Female,3587,Mid,4,"Black Lipstick,Purple Eye Shadow,Tassle Hat,Vape"
8486,Male,2872,Light,3,"Nerd Glasses,Police Cap,Silver Chain"
8487,Female,2020,Dark,3,"Blonde Bob,Cigarette,Green Eye Shadow"
8488,Male,7081,Mid,3,"Eye Mask,Goat,Peak Spike"
8489,Male,4703,Dark,2,"Cap Forward,VR"
8490,Male,7720,Dark,3,"Eye Patch,Frumpy Hair,Muttonchops"
8491,Male,4425,Light,1,Chinstrap
8492,Male,8291,Mid,3,"Frumpy Hair,Shadow Beard,Small Shades"
8493,Female,213,Dark,3,"Hot Lipstick,Pipe,Tiara"
8494,Male,6939,Mid,3,"Earring,Normal Beard,Peak Spike"
8495,Female,9956,Light,4,"Bandana,Earring,Mole,Purple Lipstick"
8496,Female,1900,Light,3,"Clown Eyes Blue,Gold Chain,Half Shaved"
8497,Female,5352,Light,3,"Black Lipstick,Crazy Hair,Purple Eye Shadow"
8498,Ape,30,Ape,2,"Regular Shades,Top Hat"
8499,Male,1021,Dark,3,"Chinstrap,Hoodie,Rosy Cheeks"
8500,Male,9774,Dark,3,"Horned Rim Glasses,Shadow Beard,Stringy Hair"
8501,Male,5472,Dark,3,"Do-rag,Handlebars,Nerd Glasses"
8502,Female,5885,Albino,3,"Clown Eyes Green,Frumpy Hair,Vape"
8503,Male,7740,Mid,3,"Messy Hair,Muttonchops,Nerd Glasses"
8504,Male,7280,Light,3,"Crazy Hair,Eye Patch,Goat"
8505,Female,8477,Dark,2,"Clown Eyes Blue,Headband"
8506,Female,1910,Mid,3,"Blonde Bob,Blue Eye Shadow,Medical Mask"
8507,Male,4227,Dark,3,"Big Shades,Hoodie,Smile"
8508,Male,9107,Light,3,"Classic Shades,Earring,Mohawk Thin"
8509,Female,5772,Mid,3,"Green Eye Shadow,Mohawk Thin,Purple Lipstick"
8510,Male,7966,Albino,3,"Earring,Mohawk,VR"
8511,Female,867,Light,2,"Spots,Wild White Hair"
8512,Female,5707,Dark,3,"Blue Eye Shadow,Cigarette,Stringy Hair"
8513,Male,7051,Albino,3,"Horned Rim Glasses,Normal Beard,Wild Hair"
8514,Female,2630,Mid,3,"Horned Rim Glasses,Hot Lipstick,Straight Hair Dark"
8515,Male,1785,Light,2,"Big Beard,Hoodie"
8516,Female,2513,Light,3,"Hot Lipstick,Straight Hair Dark,Vape"
8517,Male,5609,Light,3,"Bandana,Eye Patch,Handlebars"
8518,Male,6713,Dark,3,"Mustache,Regular Shades,Stringy Hair"
8519,Female,9304,Dark,2,"Hot Lipstick,Mohawk"
8520,Male,1433,Light,3,"Cowboy Hat,Shadow Beard,Small Shades"
8521,Male,6341,Mid,3,"Big Shades,Luxurious Beard,Peak Spike"
8522,Male,7625,Albino,3,"Mohawk Thin,Muttonchops,VR"
8523,Female,5359,Light,3,"Crazy Hair,Earring,Purple Eye Shadow"
8524,Female,2484,Dark,2,"Blue Eye Shadow,Clown Hair Green"
8525,Male,3909,Light,2,"Clown Nose,Police Cap"
8526,Female,2605,Light,2,"Classic Shades,Straight Hair Dark"
8527,Female,212,Light,2,"Eye Mask,Tiara"
8528,Female,7190,Light,3,"Black Lipstick,Eye Mask,Stringy Hair"
8529,Female,2146,Light,3,"Blonde Bob,Purple Lipstick,VR"
8530,Male,3885,Light,3,"Cigarette,Fedora,Regular Shades"
8531,Zombie,524,Zombie,3,"Goat,Regular Shades,Stringy Hair"
8532,Male,319,Dark,2,"Buck Teeth,Top Hat"
8533,Female,2319,Light,3,"Half Shaved,Nerd Glasses,Purple Lipstick"
8534,Male,6768,Albino,3,"Messy Hair,Normal Beard Black,VR"
8535,Female,3005,Light,3,"Dark Hair,Green Eye Shadow,Purple Lipstick"
8536,Male,7455,Dark,3,"Eye Patch,Shadow Beard,Shaved Head"
8537,Female,2619,Dark,3,"Hot Lipstick,Regular Shades,Straight Hair Dark"
8538,Female,8578,Light,3,"Clown Eyes Blue,Hot Lipstick,Stringy Hair"
8539,Female,2016,Dark,4,"Blonde Bob,Earring,Green Eye Shadow,Hot Lipstick,Hidden Earring"
8540,Male,6853,Dark,2,"Mohawk,Normal Beard Black"
8541,Male,7015,Mid,3,"Mohawk,Normal Beard,Regular Shades"
8542,Male,7764,Mid,2,"Muttonchops,Stringy Hair"
8543,Male,8190,Mid,3,"Cap,Earring,Horned Rim Glasses"
8544,Female,9031,Light,3,"Black Lipstick,Earring,Mohawk Dark"
8545,Male,6448,Dark,3,"3D Glasses,Mohawk Thin,Shadow Beard"
8546,Male,774,Dark,2,"Frown,Top Hat"
8547,Male,6858,Light,4,"Cigarette,Classic Shades,Frumpy Hair,Normal Beard Black"
8548,Female,8594,Mid,3,"Bandana,Clown Eyes Blue,Hot Lipstick"
8549,Male,4471,Albino,1,Muttonchops
8550,Male,3163,Light,3,"3D Glasses,Purple Hair,Shadow Beard"
8551,Male,4334,Light,3,"Earring,Knitted Cap,Smile"
8552,Female,670,Mid,3,"Black Lipstick,Blue Eye Shadow,Pink With Hat"
8553,Zombie,497,Zombie,1,Front Beard Dark
8554,Male,3375,Light,3,"Earring,Fedora,Gold Chain"
8555,Male,8878,Light,2,"Knitted Cap,Regular Shades"
8556,Female,3589,Mid,3,"Black Lipstick,Purple Eye Shadow,Tassle Hat"
8557,Male,5958,Light,4,"Eye Mask,Front Beard,Peak Spike,Pipe"
8558,Male,6698,Mid,3,"Earring,Mustache,Wild Hair"
8559,Male,5147,Dark,3,"Front Beard Dark,Horned Rim Glasses,Messy Hair"
8560,Female,2812,Dark,3,"Black Lipstick,Horned Rim Glasses,Straight Hair"
8561,Male,1019,Mid,2,"Cap Forward,Rosy Cheeks"
8562,Male,96,Dark,2,"Beanie,Earring"
8563,Male,8777,Mid,4,"Cigarette,Crazy Hair,Earring,Nerd Glasses"
8564,Male,1778,Dark,2,"Big Beard,Cap Forward"
8565,Female,1153,Dark,2,"Blonde Short,Clown Eyes Blue"
8566,Female,1562,Mid,2,"Vape,Wild Blonde"
8567,Male,5313,Mid,4,"Earring,Frown,Frumpy Hair,Nerd Glasses"
8568,Male,4487,Dark,2,"Shadow Beard,VR"
8569,Male,1817,Mid,3,"Big Beard,Cap,Nerd Glasses"
8570,Female,2742,Albino,3,"Black Lipstick,Blue Eye Shadow,Straight Hair"
8571,Male,1092,Dark,4,"Bandana,Earring,Rosy Cheeks,Shadow Beard"
8572,Male,9154,Dark,3,"Cigarette,Mohawk,Regular Shades"
8573,Male,7225,Light,2,"Do-rag,Goat"
8574,Male,2929,Light,4,"Cap,Earring,Silver Chain,VR"
8575,Male,3212,Dark,2,"Purple Hair,VR"
8576,Female,590,Light,3,"3D Glasses,Cigarette,Pigtails"
8577,Female,1481,Dark,2,"Silver Chain,Wild Blonde"
8578,Male,4455,Light,2,"Nerd Glasses,Normal Beard"
8579,Female,679,Light,3,"Black Lipstick,Green Eye Shadow,Pink With Hat"
8580,Female,8125,Dark,4,"Cap,Clown Eyes Green,Earring,Purple Lipstick"
8581,Male,56,Mid,3,"Beanie,Gold Chain,Horned Rim Glasses"
8582,Female,1131,Light,3,"Blonde Short,Clown Eyes Green,Pipe"
8583,Male,3949,Albino,2,"Front Beard,Police Cap"
8584,Male,4135,Light,4,"Clown Nose,Earring,Mohawk,Muttonchops"
8585,Female,3077,Mid,3,"Dark Hair,Nerd Glasses,Purple Lipstick"
8586,Male,8533,Dark,2,"Clown Eyes Blue,Mohawk Thin"
8587,Male,9550,Mid,3,"Earring,Nerd Glasses,Wild Hair"
8588,Male,6371,Light,3,"Headband,Luxurious Beard,Small Shades"
8589,Female,575,Dark,2,"Pigtails,Purple Eye Shadow"
8590,Male,4659,Dark,2,"Cap Forward,Normal Beard Black"
8591,Male,7675,Mid,3,"Eye Patch,Headband,Muttonchops"
8592,Female,1659,Dark,3,"Big Shades,Mole,Wild Blonde"
8593,Male,4444,Albino,1,Normal Beard Black
8594,Male,4346,Mid,3,"Mohawk,Nerd Glasses,Smile"
8595,Female,7959,Light,2,"Mohawk Dark,VR"
8596,Male,4464,Light,4,"Cigarette,Earring,Goat,Regular Shades"
8597,Male,7074,Albino,2,"Bandana,Normal Beard"
8598,Male,7498,Light,3,"Big Shades,Shadow Beard,Shaved Head"
8599,Male,6763,Mid,3,"Crazy Hair,Normal Beard Black,Pipe"
8600,Female,3033,Dark,2,"Clown Eyes Green,Dark Hair"
8601,Male,3232,Light,2,"Classic Shades,Purple Hair"
8602,Female,5420,Mid,3,"Messy Hair,Purple Eye Shadow,Purple Lipstick"
8603,Male,6887,Dark,3,"Big Shades,Normal Beard Black,Stringy Hair"
8604,Female,5647,Light,3,"Black Lipstick,Blue Eye Shadow,Knitted Cap"
8605,Female,1212,Light,2,"Blonde Short,Cigarette"
8606,Male,3408,Mid,3,"Gold Chain,Knitted Cap,Luxurious Beard"
8607,Male,7486,Dark,2,"Classic Shades,Shaved Head"
8608,Male,3488,Dark,3,"Cap,Medical Mask,Smile,Hidden Smile"
8609,Male,5292,Light,3,"Earring,Frown,Mohawk Dark"
8610,Male,4723,Mid,4,"Cap Forward,Cigarette,Eye Patch,Mole"
8611,Male,5482,Mid,3,"Earring,Handlebars,Shaved Head"
8612,Male,8013,Light,2,"Stringy Hair,VR"
8613,Male,9655,Dark,3,"Big Shades,Earring,Messy Hair"
8614,Male,6163,Mid,4,"Cap,Chinstrap,Clown Eyes Green,Earring"
8615,Male,4375,Light,3,"Mole,Smile,Stringy Hair"
8616,Male,5065,Mid,3,"Cap,Front Beard Dark,Nerd Glasses"
8617,Female,277,Light,4,"Big Shades,Earring,Orange Side,Pipe,Hidden Earring"
8618,Male,3274,Light,5,"Earring,Hoodie,Medical Mask,Muttonchops,Regular Shades,Hidden Earring"
8619,Male,9605,Mid,3,"Classic Shades,Messy Hair,Shadow Beard"
8620,Male,88,Light,2,"Beanie,Regular Shades"
8621,Female,2658,Dark,4,"Black Lipstick,Cigarette,Earring,Straight Hair Dark,Hidden Earring"
8622,Male,4214,Mid,2,"Regular Shades,Smile"
8623,Female,2615,Light,3,"Black Lipstick,Regular Shades,Straight Hair Dark"
8624,Male,1073,Light,3,"Mohawk Thin,Regular Shades,Rosy Cheeks"
8625,Male,856,Light,2,"Mole,Top Hat"
8626,Male,6151,Light,3,"Chinstrap,Earring,Peak Spike"
8627,Male,7384,Mid,4,"Cigarette,Do-rag,Earring,Muttonchops"
8628,Male,4720,Mid,2,"Cap Forward,Clown Eyes Green"
8629,Female,3586,Dark,2,"Clown Nose,Tassle Hat"
8630,Female,242,Dark,2,"Purple Lipstick,Tiara"
8631,Female,2464,Light,3,"Hot Lipstick,Purple Eye Shadow,Straight Hair Dark"
8632,Male,9483,Albino,3,"Classic Shades,Mole,Wild Hair"
8633,Male,3388,Albino,3,"Cap Forward,Gold Chain,Regular Shades"
8634,Male,5219,Albino,3,"Frown,Pipe,Shaved Head"
8635,Female,2185,Mid,3,"Clown Eyes Green,Purple Lipstick,Red Mohawk"
8636,Female,2189,Mid,3,"Blonde Bob,Clown Eyes Green,Hot Lipstick"
8637,Male,6974,Dark,3,"Earring,Headband,Normal Beard"
8638,Female,662,Mid,3,"Blue Eye Shadow,Pink With Hat,Silver Chain"
8639,Female,4496,Mid,1,Clown Eyes Green
8640,Male,2309,Light,2,"Horned Rim Glasses,Vampire Hair"
8641,Male,8541,Albino,2,"Clown Eyes Blue,Frumpy Hair"
8642,Male,9748,Dark,3,"Bandana,Eye Patch,Shadow Beard"
8643,Male,2925,Dark,3,"Muttonchops,Silver Chain,Wild Hair"
8644,Male,8568,Dark,2,"Clown Eyes Blue,Messy Hair"
8645,Male,5993,Dark,3,"Cap,Front Beard,Horned Rim Glasses"
8646,Female,5661,Light,3,"Blue Eye Shadow,Mohawk Thin,Purple Lipstick"
8647,Female,9794,Dark,3,"Horned Rim Glasses,Purple Lipstick,Stringy Hair"
8648,Male,9075,Albino,3,"Eye Patch,Mohawk Thin,Mole"
8649,Male,7381,Light,3,"Do-rag,Horned Rim Glasses,Muttonchops"
8650,Male,9618,Dark,3,"Big Shades,Messy Hair,Shadow Beard"
8651,Male,1350,Light,4,"Clown Nose,Cowboy Hat,Horned Rim Glasses,Shadow Beard"
8652,Male,6265,Albino,2,"Bandana,Chinstrap"
8653,Male,7819,Mid,3,"Cigarette,Mole,Peak Spike"
8654,Male,3443,Albino,3,"Earring,Gold Chain,Mohawk Dark"
8655,Male,5113,Light,3,"Earring,Front Beard Dark,Mohawk Dark"
8656,Female,9084,Dark,2,"Eye Patch,Mohawk Thin"
8657,Female,7882,Light,2,"Mohawk,Pipe"
8658,Male,4301,Albino,4,"Pipe,Shadow Beard,Smile,Wild Hair"
8659,Male,3467,Light,3,"Gold Chain,Shadow Beard,Stringy Hair"
8660,Male,3490,Mid,3,"Earring,Front Beard,Medical Mask"
8661,Male,2608,Dark,3,"Clown Hair Green,Horned Rim Glasses,Shadow Beard"
8662,Female,9966,Mid,2,"Bandana,Mole"
8663,Female,8141,Dark,4,"Black Lipstick,Cap,Cigarette,Eye Patch"
8664,Male,3957,Dark,3,"Eye Mask,Luxurious Beard,Police Cap"
8665,Female,1963,Dark,2,"Purple Eye Shadow,Red Mohawk"
8666,Male,7754,Mid,3,"Earring,Eye Patch,Peak Spike"
8667,Male,5244,Dark,3,"Frown,Muttonchops,Wild Hair"
8668,Male,5598,Mid,2,"Handlebars,Wild Hair"
8669,Female,2980,Light,3,"Clown Eyes Blue,Dark Hair,Medical Mask"
8670,Female,1478,Mid,4,"Green Eye Shadow,Purple Lipstick,Silver Chain,Straight Hair Blonde"
8671,Male,7383,Light,4,"Cigarette,Earring,Muttonchops,Shaved Head"
8672,Male,381,Dark,3,"Buck Teeth,Clown Eyes Blue,Messy Hair"
8673,Male,6407,Mid,3,"Crazy Hair,Earring,Luxurious Beard"
8674,Female,7898,Light,4,"Earring,Pipe,Purple Lipstick,Wild Hair,Hidden Earring"
8675,Male,3749,Mid,2,"Clown Nose,Fedora"
8676,Male,3851,Dark,2,"Fedora,VR"
8677,Male,1056,Light,3,"Cap,Rosy Cheeks,Small Shades"
8678,Male,7747,Albino,3,"Eye Patch,Muttonchops,Stringy Hair"
8679,Male,6234,Light,3,"Big Shades,Chinstrap,Wild Hair"
8680,Female,1925,Dark,3,"Blonde Bob,Cigarette,Clown Nose"
8681,Male,7017,Light,3,"Big Shades,Mohawk Thin,Normal Beard"
8682,Male,6914,Mid,4,"Cigarette,Nerd Glasses,Normal Beard,Shaved Head"
8683,Female,9563,Dark,3,"Mole,Purple Lipstick,Wild Hair"
8684,Male,2118,Mid,4,"Earring,Horned Rim Glasses,Muttonchops,Vampire Hair"
8685,Male,4303,Light,3,"Smile,Stringy Hair,VR"
8686,Male,3395,Dark,2,"Gold Chain,Hoodie"
8687,Male,3872,Dark,3,"Classic Shades,Fedora,Mole"
8688,Male,7605,Albino,2,"Muttonchops,Peak Spike"
8689,Male,2600,Light,3,"Cigarette,Classic Shades,Clown Hair Green"
8690,Male,7866,Light,2,"Mohawk Dark,Pipe"
8691,Male,2296,Albino,2,"Big Shades,Vampire Hair"
8692,Male,6281,Light,3,"3D Glasses,Headband,Normal Beard Black"
8693,Female,8890,Light,3,"Big Shades,Earring,Knitted Cap"
8694,Male,7660,Light,3,"Earring,Peak Spike,Small Shades"
8695,Male,9062,Mid,3,"Cigarette,Earring,Mohawk Dark"
8696,Male,1914,Light,3,"Big Shades,Medical Mask,Vampire Hair"
8697,Female,452,Dark,3,"Black Lipstick,Mohawk,Welding Goggles"
8698,Male,6380,Albino,3,"Bandana,Clown Eyes Green,Luxurious Beard"
8699,Male,8712,Light,4,"Crazy Hair,Earring,Eye Patch,Mole"
8700,Male,3308,Light,5,"Cigarette,Classic Shades,Frown,Hoodie,Normal Beard,Hidden Frown"
8701,Male,4122,Light,4,"Clown Nose,Mole,Normal Beard Black,Wild Hair,Hidden Mole"
8702,Female,9036,Mid,4,"Earring,Mohawk Dark,Mole,Purple Lipstick"
8703,Male,7449,Light,2,"Clown Eyes Green,Do-rag"
8704,Female,2735,Light,3,"Hot Lipstick,Purple Eye Shadow,Straight Hair"
8705,Male,3223,Dark,2,"Clown Eyes Green,Purple Hair"
8706,Male,7579,Light,3,"Earring,Mole,Shaved Head"
8707,Male,2169,Light,4,"Earring,Shadow Beard,Small Shades,Vampire Hair"
8708,Male,3520,Albino,3,"Medical Mask,Mustache,Peak Spike,Hidden Mustache"
8709,Female,1546,Mid,4,"Earring,Green Eye Shadow,Hot Lipstick,Wild Blonde"
8710,Male,6449,Dark,3,"Horned Rim Glasses,Luxurious Beard,Mohawk"
8711,Male,2280,Mid,2,"Regular Shades,Vampire Hair"
8712,Male,783,Mid,4,"Earring,Eye Patch,Front Beard,Top Hat"
8713,Male,4979,Albino,2,"Hoodie,Horned Rim Glasses"
8714,Male,5470,Light,3,"Do-rag,Handlebars,Horned Rim Glasses"
8715,Male,5199,Mid,4,"Clown Eyes Green,Frown,Mohawk,Mustache"
8716,Male,3512,Light,3,"Chinstrap,Headband,Medical Mask"
8717,Male,4652,Light,4,"Cap Forward,Earring,Horned Rim Glasses,Normal Beard Black"
8718,Male,8301,Albino,3,"Earring,Small Shades,Wild Hair"
8719,Female,3609,Mid,4,"Blue Eye Shadow,Earring,Hot Lipstick,Tassle Hat,Hidden Earring"
8720,Male,767,Light,3,"Classic Shades,Front Beard Dark,Top Hat"
8721,Male,7917,Light,2,"Pipe,Stringy Hair"
8722,Female,8211,Light,2,"Black Lipstick,Cap"
8723,Female,1739,Mid,2,"Cigarette,Wild Blonde"
8724,Male,2654,Light,2,"Clown Hair Green,Nerd Glasses"
8725,Female,672,Dark,3,"Blue Eye Shadow,Pink With Hat,Purple Lipstick"
8726,Female,2509,Dark,3,"Black Lipstick,Clown Hair Green,Vape"
8727,Male,5584,Dark,3,"Cigarette,Frumpy Hair,Handlebars"
8728,Male,5559,Light,3,"Handlebars,Mohawk Dark,Nerd Glasses"
8729,Male,4986,Dark,3,"Cigarette,Hoodie,Nerd Glasses"
8730,Male,7067,Dark,3,"Earring,Normal Beard,Stringy Hair"
8731,Female,246,Light,3,"Earring,Hot Lipstick,Tiara"
8732,Female,887,Dark,3,"Classic Shades,Dark Hair,Spots"
8733,Female,408,Dark,2,"Welding Goggles,Wild White Hair"
8734,Male,6735,Mid,3,"Bandana,Eye Mask,Normal Beard Black"
8735,Male,6608,Albino,2,"Cap,Mustache"
8736,Female,9679,Light,2,"Messy Hair,Nerd Glasses"
8737,Male,5909,Light,3,"Mohawk Dark,Shadow Beard,Vape"
8738,Male,79,Dark,2,"Beanie,Clown Eyes Green"
8739,Male,9632,Albino,2,"Messy Hair,Regular Shades"
8740,Male,9082,Mid,3,"Earring,Eye Patch,Mohawk Thin"
8741,Male,3991,Mid,4,"Earring,Horned Rim Glasses,Normal Beard,Police Cap"
8742,Female,4460,Mid,2,"Cigarette,Eye Mask"
8743,Male,2588,Mid,2,"Clown Eyes Blue,Clown Hair Green"
8744,Female,2641,Mid,2,"Clown Hair Green,Horned Rim Glasses"
8745,Female,1498,Mid,3,"Black Lipstick,Purple Eye Shadow,Straight Hair Blonde"
8746,Female,3662,Dark,3,"Clown Eyes Green,Hot Lipstick,Tassle Hat"
8747,Female,2479,Mid,3,"Blue Eye Shadow,Purple Lipstick,Straight Hair Dark"
8748,Male,1036,Light,3,"Headband,Mustache,Rosy Cheeks"
8749,Female,4186,Light,3,"Cigarette,Clown Nose,Frumpy Hair"
8750,Female,255,Albino,3,"Black Lipstick,Orange Side,Rosy Cheeks"
8751,Male,6921,Dark,2,"Do-rag,Normal Beard"
8752,Male,87,Dark,2,"Beanie,Regular Shades"
8753,Male,333,Mid,5,"Buck Teeth,Cap Forward,Earring,Front Beard Dark,Horned Rim Glasses"
8754,Male,4646,Light,3,"Cap Forward,Earring,Mustache"
8755,Female,9212,Mid,2,"Horned Rim Glasses,Mohawk Thin"
8756,Male,1051,Light,3,"Peak Spike,Rosy Cheeks,Small Shades"
8757,Female,589,Light,3,"Earring,Pigtails,Vape"
8758,Male,8971,Mid,3,"Classic Shades,Earring,Mohawk Dark"
8759,Female,1174,Light,3,"Big Shades,Blonde Short,Earring"
8760,Female,1644,Dark,3,"Purple Lipstick,Regular Shades,Wild Blonde"
8761,Male,5064,Light,4,"Cap,Cigarette,Front Beard Dark,Regular Shades"
8762,Male,5454,Light,3,"Handlebars,Mohawk Thin,Vape"
8763,Female,5892,Dark,2,"Headband,Vape"
8764,Female,2751,Dark,3,"Green Eye Shadow,Pipe,Straight Hair"
8765,Female,2642,Mid,2,"Horned Rim Glasses,Straight Hair Dark"
8766,Female,2127,Dark,3,"Blonde Bob,Classic Shades,Pipe"
8767,Female,1306,Light,4,"Earring,Horned Rim Glasses,Hot Lipstick,Wild White Hair,Hidden Earring"
8768,Male,6357,Dark,3,"Luxurious Beard,Stringy Hair,VR"
8769,Female,9040,Albino,2,"Mohawk Dark,Mole"
8770,Male,3310,Mid,5,"Clown Eyes Green,Earring,Hoodie,Mole,Normal Beard Black,Hidden Earring,Hidden Mole"
8771,Female,2800,Light,4,"Classic Shades,Earring,Hot Lipstick,Straight Hair,Hidden Earring"
8772,Male,4795,Light,4,"Front Beard,Frown,Hoodie,Small Shades,Hidden Frown"
8773,Female,6502,Dark,4,"3D Glasses,Cigarette,Earring,Wild Hair,Hidden Earring"
8774,Female,2831,Dark,4,"Black Lipstick,Cigarette,Earring,Straight Hair,Hidden Earring"
8775,Female,2771,Light,3,"Black Lipstick,Pipe,Straight Hair"
8776,Female,1551,Dark,2,"Green Eye Shadow,Straight Hair Blonde"
8777,Male,5594,Albino,3,"Cigarette,Handlebars,Wild Hair"
8778,Male,9397,Albino,3,"Earring,Frumpy Hair,Horned Rim Glasses"
8779,Female,223,Albino,2,"Clown Eyes Blue,Tiara"
8780,Zombie,552,Zombie,2,"Frumpy Hair,Shadow Beard"
8781,Male,5280,Light,4,"Big Shades,Frown,Knitted Cap,Shadow Beard"
8782,Female,3682,Mid,2,"Classic Shades,Tassle Hat"
8783,Male,7232,Dark,4,"Big Shades,Cigarette,Goat,Peak Spike"
8784,Male,4620,Mid,4,"Cap Forward,Chinstrap,Classic Shades,Earring"
8785,Male,65,Dark,3,"Beanie,Earring,Luxurious Beard"
8786,Male,4321,Light,4,"Crazy Hair,Earring,Regular Shades,Smile"
8787,Female,2149,Mid,3,"Blonde Bob,Earring,VR,Hidden Earring"
8788,Male,6111,Light,3,"Bandana,Front Beard,Mole"
8789,Male,2907,Mid,3,"Messy Hair,Normal Beard,Silver Chain"
8790,Female,7894,Light,4,"Black Lipstick,Horned Rim Glasses,Pipe,Wild Hair"
8791,Male,1342,Dark,3,"Big Beard,Cowboy Hat,Small Shades"
8792,Female,5434,Mid,4,"Earring,Hot Lipstick,Purple Eye Shadow,Stringy Hair"
8793,Female,2254,Mid,2,"Classic Shades,Red Mohawk"
8794,Male,3246,Mid,3,"Cigarette,Horned Rim Glasses,Purple Hair"
8795,Female,1192,Mid,2,"Black Lipstick,Blonde Short"
8796,Male,7623,Light,3,"Crazy Hair,Muttonchops,VR"
8797,Female,2197,Dark,4,"Black Lipstick,Cigarette,Clown Eyes Blue,Half Shaved"
8798,Male,5007,Dark,3,"Front Beard Dark,Messy Hair,Vape"
8799,Male,4907,Dark,2,"Goat,Hoodie"
8800,Female,1954,Albino,3,"Earring,Purple Eye Shadow,Red Mohawk"
8801,Male,765,Dark,2,"Smile,Top Hat"
8802,Female,2178,Albino,4,"Blonde Bob,Clown Eyes Green,Earring,Mole,Hidden Earring"
8803,Male,1361,Mid,3,"Chinstrap,Cowboy Hat,Frown"
8804,Female,1253,Dark,3,"Big Shades,Vape,Wild White Hair"
8805,Female,146,Mid,3,"Gold Chain,Pilot Helmet,Purple Lipstick"
8806,Male,8259,Dark,3,"Knitted Cap,Shadow Beard,Small Shades"
8807,Female,8132,Dark,3,"Cap,Clown Eyes Blue,Purple Lipstick"
8808,Male,6770,Light,3,"Bandana,Normal Beard Black,VR"
8809,Female,1090,Dark,2,"Rosy Cheeks,Stringy Hair"
8810,Female,9101,Dark,3,"Classic Shades,Mohawk Thin,Purple Lipstick"
